participant,block_number,trial_number,reward_oneback,stay,K,K_c,reward_oneback_pm,reward_oneback_wp,reward_oneback_pm_c
5c41f9ce4fe4f800016dfaac,6,24,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,6,25,0,0,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,2,1,1,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,3,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,4,1,1,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,5,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,6,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,7,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,8,1,1,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,9,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,10,1,1,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,11,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,12,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,13,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,14,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,15,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,16,0,1,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,17,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,18,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,19,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
